enterprise_id,application_number,kvic_branch_code,financial_year,application_date,sanction_date,disbursement_date,state,district,block,location_type,gender,category,age,education_level,is_physically_challenged,sector,activity,enterprise_status,previous_enterprise_id,project_cost_rs,margin_money_subsidy_rs,subsidy_percentage,bank_loan_amount_rs,beneficiary_contribution_rs,bank_name,bank_branch,employment_at_setup,male_employees,female_employees,current_employment,is_second_loan_availed,second_loan_date,upgraded_to_small_enterprise,upgrade_date,additional_employment_after_upgrade,operational_status,last_inspection_date,annual_turnover_rs,sustainability_score
PMEGP-2024-000980,APP-405980,KVIC-TAM-15,2024-25,2024-12-15,2025-01-18,2025-02-16,Tamil Nadu,Coimbatore,Coimbatore-Block-3,Rural,Female,General,22,Graduate,False,Manufacturing,Food Processing,New,,2268784,593526.02,26.16,1448379.58,226878.4,Canara Bank,Canara-Coimbatore-10,11,4,7,13,False,,False,,0,Operational,2026-01-04,7660544.17,70
PMEGP-2025-000981,APP-250327,KVIC-MAH-17,2023-24,2024-01-06,2024-02-25,2024-03-14,Maharashtra,Mumbai,Mumbai-Block-4,Urban,Male,General,55,Below 10th,False,Service,Tourism & Hospitality,Upgraded,PMEGP-2020-047454,537281,131356.36,24.45,352196.54,53728.1,Bank of India,Bank-Mumbai-1,3,2,1,2,False,,False,,0,Operational,2025-03-04,1803725.59,72
PMEGP-2023-000982,APP-106188,KVIC-UTT-04,2024-25,2024-10-13,2024-11-12,2025-01-02,Uttar Pradesh,Agra,Agra-Block-5,Rural,Male,General,35,Technical/ITI,False,Manufacturing,Textile & Garments,New,,1682036,439791.85,26.15,1074040.55,168203.6,HDFC Bank,HDFC-Agra-2,3,2,1,8,False,,False,,0,Operational,2025-11-24,5133195.51,85
PMEGP-2024-000983,APP-504807,KVIC-WES-16,2023-24,2023-08-23,2023-11-04,2023-12-28,West Bengal,Asansol,Asansol-Block-2,Urban,Female,General,37,12th Pass,False,Manufacturing,Leather Products,New,,1454171,343065.43,23.59,965688.47,145417.1,Central Bank of India,Central-Asansol-3,10,5,5,13,False,,False,,0,Operational,2024-08-21,4585532.64,69
PMEGP-2025-000984,APP-400798,KVIC-WES-12,2024-25,2025-02-21,2025-05-08,2025-06-03,West Bengal,Durgapur,Durgapur-Block-2,Urban,Female,General,22,Graduate,False,Service,Entertainment Services,New,,514423,77388.46,15.04,385592.24,51442.3,Bank of Baroda,Bank-Durgapur-1,5,2,3,9,False,,False,,0,Operational,2026-05-30,1521672.55,93
PMEGP-2023-000985,APP-667802,KVIC-TEL-13,2023-24,2023-07-26,2023-09-19,2023-10-12,Telangana,Nizamabad,Nizamabad-Block-2,Rural,Female,SC,47,Graduate,False,Service,Repair & Maintenance,New,,969077,315769.45,32.58,556399.85,96907.7,Central Bank of India,Central-Nizamabad-8,5,2,3,10,False,,False,,0,Operational,2024-07-11,3343042.55,75
PMEGP-2024-000986,APP-441847,KVIC-KER-08,2024-25,2025-03-07,2025-05-01,2025-05-24,Kerala,Kollam,Kollam-Block-2,Urban,Female,General,34,Technical/ITI,False,Manufacturing,Wood Products,New,,1691993,329959.66,19.5,1192834.04,169199.3,Canara Bank,Canara-Kollam-10,8,5,3,13,False,,False,,0,Operational,2026-04-09,2394275.07,92
PMEGP-2025-000987,APP-901087,KVIC-GUJ-05,2023-24,2023-10-27,2023-12-19,2024-02-13,Gujarat,Surat,Surat-Block-4,Rural,Female,OBC,51,Below 10th,False,Manufacturing,Rubber & Plastic Products,New,,1867841,475252.58,25.44,1205804.32,186784.1,Central Bank of India,Central-Surat-5,12,8,4,16,False,,False,,0,Operational,2024-08-24,2350566.06,71
PMEGP-2023-000988,APP-327727,KVIC-HAR-14,2025-26,2025-06-26,2025-08-30,2025-09-24,Haryana,Ambala,Ambala-Block-5,Urban,Female,OBC,32,Graduate,False,Service,Retail Trade,New,,927679,189755.64,20.45,645155.46,92767.9,Canara Bank,Canara-Ambala-7,6,2,4,6,False,,False,,0,Operational,2026-05-31,2949307.52,88
PMEGP-2024-000989,APP-813692,KVIC-HAR-07,2024-25,2025-01-14,2025-04-03,2025-04-27,Haryana,Ambala,Ambala-Block-5,Urban,Male,General,30,Graduate,False,Service,Education & Training,New,,691341,111971.69,16.2,510235.21,69134.1,Canara Bank,Canara-Ambala-3,8,4,4,13,False,,False,,0,Operational,2026-01-12,737437.16,84
PMEGP-2025-000990,APP-900475,KVIC-ASS-03,2024-25,2025-02-08,2025-04-12,2025-06-06,Assam,Guwahati,Guwahati-Block-1,Rural,Female,OBC,26,Below 10th,False,Service,Retail Trade,New,,255315,70469.9,27.6,159313.6,25531.5,Bank of India,Bank-Guwahati-2,4,3,1,7,False,,False,,0,Operational,2026-01-23,777325.66,88
PMEGP-2023-000991,APP-257918,KVIC-RAJ-19,2024-25,2024-07-19,2024-09-06,2024-09-25,Rajasthan,Ajmer,Ajmer-Block-3,Rural,Female,General,49,Graduate,False,Manufacturing,Chemical & Chemical Products,New,,1975562,687380.97,34.79,1090624.83,197556.2,Bank of Baroda,Bank-Ajmer-5,7,4,3,6,False,,False,,0,Operational,2025-08-14,4288979.29,70
PMEGP-2024-000992,APP-259401,KVIC-BIH-06,2024-25,2024-06-23,2024-08-18,2024-09-09,Bihar,Darbhanga,Darbhanga-Block-4,Urban,Female,SC,51,Technical/ITI,False,Service,Healthcare Services,New,,923479,271864.52,29.44,559266.58,92347.9,Canara Bank,Canara-Darbhanga-2,7,4,3,7,False,,False,,0,Operational,2025-06-29,2972934.32,68
PMEGP-2025-000993,APP-892381,KVIC-MAD-06,2024-25,2024-04-21,2024-05-29,2024-07-07,Madhya Pradesh,Jabalpur,Jabalpur-Block-4,Rural,Female,General,22,Post Graduate,False,Manufacturing,Agro-based Products,New,,2215369,772268.84,34.86,1221563.26,221536.9,Bank of India,Bank-Jabalpur-8,12,5,7,12,False,,False,,0,Operational,2025-04-27,3609511.49,93
PMEGP-2023-000994,APP-120821,KVIC-PUN-03,2025-26,2025-08-04,2025-11-02,2025-12-29,Punjab,Jalandhar,Jalandhar-Block-3,Urban,Male,General,44,Below 10th,False,Manufacturing,Handicrafts,New,,782996,119964.36,15.32,584732.04,78299.6,ICICI Bank,ICICI-Jalandhar-5,9,4,5,9,False,,False,,0,Operational,2026-07-25,1075367.31,94
PMEGP-2024-000995,APP-929389,KVIC-RAJ-12,2025-26,2025-09-19,2025-10-31,2025-12-25,Rajasthan,Kota,Kota-Block-1,Rural,Male,ST,52,Below 10th,False,Service,Tourism & Hospitality,New,,818998,254697.63,31.1,482400.57,81899.8,Indian Bank,Indian-Kota-3,4,2,2,6,False,,False,,0,Operational,2026-08-11,2488134.11,81
PMEGP-2025-000996,APP-393859,KVIC-MAD-02,2024-25,2024-12-23,2025-03-20,2025-04-05,Madhya Pradesh,Gwalior,Gwalior-Block-2,Rural,Male,OBC,36,Technical/ITI,False,Manufacturing,Paper & Paper Products,New,,1051788,305113.47,29.01,641495.73,105178.8,Central Bank of India,Central-Gwalior-7,8,5,3,6,False,,False,,0,Operational,2025-12-10,3511766.16,88
PMEGP-2023-000997,APP-896671,KVIC-MAH-02,2023-24,2024-03-02,2024-04-30,2024-06-26,Maharashtra,Nagpur,Nagpur-Block-5,Rural,Female,OBC,29,Post Graduate,False,Manufacturing,Textile & Garments,New,,2040654,565410.89,27.71,1271177.71,204065.4,ICICI Bank,ICICI-Nagpur-1,7,5,2,11,False,,False,,0,Operational,2025-02-12,3510892.77,93
PMEGP-2024-000998,APP-592957,KVIC-KER-11,2024-25,2024-10-12,2024-12-05,2024-12-22,Kerala,Kozhikode,Kozhikode-Block-4,Urban,Female,General,44,Post Graduate,False,Manufacturing,Mineral Products,New,,2144419,449950.09,20.98,1480027.01,214441.9,Indian Bank,Indian-Kozhikode-7,8,5,3,8,False,,False,,0,Operational,2025-09-16,6000292.48,88
PMEGP-2025-000999,APP-374294,KVIC-GUJ-15,2024-25,2025-01-08,2025-02-19,2025-04-06,Gujarat,Vadodara,Vadodara-Block-1,Rural,Male,SC,26,Technical/ITI,False,Service,Education & Training,New,,733506,199237.31,27.16,460918.09,73350.6,Punjab National Bank,Punjab-Vadodara-1,8,3,5,8,False,,False,,0,Operational,2025-10-30,2084983.27,72
PMEGP-2023-001000,APP-178029,KVIC-TAM-03,2023-24,2023-06-30,2023-08-22,2023-09-10,Tamil Nadu,Salem,Salem-Block-2,Urban,Male,SC,25,Below 10th,False,Manufacturing,Agro-based Products,New,,528200,138710.74,26.26,336669.26,52820.0,IndusInd Bank,IndusInd-Salem-6,12,6,6,11,False,,False,,0,Operational,2024-04-16,1269836.39,83
PMEGP-2024-001001,APP-756541,KVIC-TEL-20,2025-26,2025-11-10,2026-01-08,2026-03-04,Telangana,Nizamabad,Nizamabad-Block-1,Urban,Male,SC,28,Below 10th,False,Service,Professional Services,New,,345453,103954.12,30.09,206953.58,34545.3,Canara Bank,Canara-Nizamabad-2,3,2,1,2,False,,False,,0,Operational,2027-03-02,1165413.11,95
PMEGP-2025-001002,APP-196034,KVIC-KAR-03,2023-24,2023-04-02,2023-05-29,2023-07-26,Karnataka,Mysuru,Mysuru-Block-1,Urban,Female,SC,45,12th Pass,False,Service,Logistics & Warehousing,New,,755046,250799.6,33.22,428741.8,75504.6,Canara Bank,Canara-Mysuru-8,8,3,5,9,False,,False,,0,Operational,2024-07-21,2377168.05,80
PMEGP-2023-001003,APP-734868,KVIC-GUJ-15,2024-25,2025-03-28,2025-05-08,2025-06-22,Gujarat,Bhavnagar,Bhavnagar-Block-1,Urban,Male,General,32,Post Graduate,False,Manufacturing,Textile & Garments,New,,666845,118436.68,17.76,481723.82,66684.5,Bank of Baroda,Bank-Bhavnagar-4,7,4,3,7,False,,False,,0,Operational,2026-05-06,1049600.67,83
PMEGP-2024-001004,APP-298543,KVIC-ODI-06,2025-26,2025-09-27,2025-11-03,2026-01-01,Odisha,Bhubaneswar,Bhubaneswar-Block-2,Rural,Male,ST,41,10th Pass,False,Service,Transportation,New,,613839,168850.65,27.51,383604.45,61383.9,Axis Bank,Axis-Bhubaneswar-10,4,3,1,8,False,,False,,0,Operational,2026-11-06,1551045.52,85
PMEGP-2025-001005,APP-399266,KVIC-TEL-17,2025-26,2025-05-26,2025-07-22,2025-08-22,Telangana,Nizamabad,Nizamabad-Block-2,Rural,Male,SC,21,Technical/ITI,False,Service,Logistics & Warehousing,New,,463893,131567.46,28.36,285936.24,46389.3,Union Bank of India,Union-Nizamabad-3,2,1,1,1,False,,False,,0,Operational,2026-03-06,1369350.28,80
PMEGP-2023-001006,APP-460944,KVIC-MAH-03,2024-25,2024-05-01,2024-07-09,2024-08-20,Maharashtra,Nashik,Nashik-Block-1,Rural,Male,SC,41,Post Graduate,False,Service,Entertainment Services,Upgraded,PMEGP-2020-045750,914164,302189.43,33.06,520558.17,91416.4,ICICI Bank,ICICI-Nashik-2,6,3,3,8,False,,False,,0,Operational,2025-05-08,1598774.58,79
PMEGP-2024-001007,APP-475508,KVIC-GUJ-18,2023-24,2023-12-02,2024-01-24,2024-03-10,Gujarat,Rajkot,Rajkot-Block-3,Rural,Male,ST,33,10th Pass,False,Manufacturing,Electronics & IT Hardware,Upgraded,PMEGP-2020-002799,1948848,492084.92,25.25,1261878.28,194884.8,Bank of India,Bank-Rajkot-7,10,7,3,0,False,,True,2025-09-27,9,Closed,2025-01-02,0.0,37
PMEGP-2025-001008,APP-586950,KVIC-KER-01,2023-24,2023-11-18,2023-12-27,2024-01-20,Kerala,Thrissur,Thrissur-Block-4,Rural,Male,General,29,12th Pass,False,Manufacturing,Non-Metallic Products,New,,2325047,758095.09,32.61,1334447.21,232504.7,Axis Bank,Axis-Thrissur-3,9,5,4,0,False,,False,,0,Closed,2024-07-21,0.0,23
PMEGP-2023-001009,APP-929816,KVIC-TAM-07,2025-26,2025-10-27,2026-01-07,2026-02-02,Tamil Nadu,Salem,Salem-Block-2,Urban,Female,OBC,27,Below 10th,False,Service,Beauty & Wellness,New,,695230,137773.72,19.82,487933.28,69523.0,Bank of Baroda,Bank-Salem-5,4,2,2,5,False,,False,,0,Under Observation,2026-08-06,551090.87,55
PMEGP-2024-001010,APP-511284,KVIC-GUJ-16,2024-25,2024-06-21,2024-08-09,2024-09-28,Gujarat,Surat,Surat-Block-2,Urban,Male,General,52,Graduate,False,Manufacturing,Non-Metallic Products,New,,2486696,575618.4,23.15,1662408.0,248669.6,Bank of Baroda,Bank-Surat-8,3,1,2,6,False,,False,,0,Operational,2025-04-23,2485951.5,67
PMEGP-2025-001011,APP-438986,KVIC-GUJ-17,2023-24,2024-03-27,2024-05-26,2024-07-18,Gujarat,Surat,Surat-Block-2,Urban,Male,ST,52,10th Pass,False,Manufacturing,Non-Metallic Products,New,,1528667,513380.81,33.58,862419.49,152866.7,State Bank of India,State-Surat-5,5,3,2,8,False,,False,,0,Operational,2025-06-24,2689563.03,74
PMEGP-2023-001012,APP-817286,KVIC-MAH-17,2024-25,2025-02-11,2025-04-09,2025-06-02,Maharashtra,Aurangabad,Aurangabad-Block-2,Urban,Female,General,39,12th Pass,False,Manufacturing,Agro-based Products,New,,1282981,308619.73,24.05,846063.17,128298.1,IndusInd Bank,IndusInd-Aurangabad-3,8,3,5,13,False,,False,,0,Operational,2025-12-15,2098748.11,65
PMEGP-2024-001013,APP-568795,KVIC-KAR-11,2024-25,2024-10-07,2024-12-02,2025-01-01,Karnataka,Hubballi,Hubballi-Block-2,Rural,Male,General,51,12th Pass,False,Service,Business Services,New,,557309,192137.99,34.48,309440.11,55730.9,ICICI Bank,ICICI-Hubballi-6,7,4,3,8,False,,False,,0,Operational,2025-08-01,1543199.37,95
PMEGP-2025-001014,APP-437466,KVIC-KER-08,2024-25,2025-02-18,2025-04-25,2025-05-24,Kerala,Kollam,Kollam-Block-5,Urban,Male,OBC,36,Graduate,False,Service,Tourism & Hospitality,New,,692571,127076.87,18.35,496237.03,69257.1,State Bank of India,State-Kollam-6,6,3,3,0,False,,False,,0,Closed,2026-02-26,0.0,34
PMEGP-2023-001015,APP-255561,KVIC-BIH-20,2025-26,2025-09-07,2025-10-27,2025-11-16,Bihar,Muzaffarpur,Muzaffarpur-Block-4,Rural,Male,OBC,38,Below 10th,False,Manufacturing,Metal Products,New,,1317001,413016.83,31.36,772284.07,131700.1,Canara Bank,Canara-Muzaffarpur-5,5,3,2,8,False,,False,,0,Under Observation,2026-05-30,691616.07,55
PMEGP-2024-001016,APP-358563,KVIC-RAJ-16,2024-25,2024-07-24,2024-10-02,2024-10-17,Rajasthan,Kota,Kota-Block-5,Urban,Male,SC,30,12th Pass,False,Manufacturing,Chemical & Chemical Products,New,,1516484,390640.26,25.76,974195.34,151648.4,Bank of India,Bank-Kota-10,11,7,4,12,False,,False,,0,Operational,2025-09-27,2488239.73,71
PMEGP-2025-001017,APP-726615,KVIC-KER-17,2023-24,2024-02-04,2024-03-12,2024-04-14,Kerala,Thiruvananthapuram,Thiruvananthapuram-Block-2,Urban,Male,OBC,53,12th Pass,False,Manufacturing,Wood Products,New,,2158237,484552.86,22.45,1457860.44,215823.7,Indian Bank,Indian-Thiruvananthapuram-7,3,1,2,5,True,2025-08-25,False,,0,Operational,2024-12-02,3514228.02,69
PMEGP-2023-001018,APP-410486,KVIC-HAR-12,2024-25,2024-04-13,2024-05-14,2024-07-09,Haryana,Ambala,Ambala-Block-1,Rural,Female,OBC,50,10th Pass,False,Service,Repair & Maintenance,New,,856293,241674.43,28.22,528989.27,85629.3,Indian Bank,Indian-Ambala-9,3,1,2,8,False,,False,,0,Operational,2025-03-26,2962201.99,68
PMEGP-2024-001019,APP-386840,KVIC-KER-10,2025-26,2025-07-26,2025-09-11,2025-10-08,Kerala,Kollam,Kollam-Block-4,Rural,Male,General,31,Post Graduate,False,Manufacturing,Handicrafts,New,,1176968,395225.29,33.58,664045.91,117696.8,State Bank of India,State-Kollam-2,3,2,1,6,False,,False,,0,Operational,2026-08-25,2210473.01,80
PMEGP-2025-001020,APP-486737,KVIC-BIH-11,2024-25,2024-06-12,2024-08-01,2024-09-09,Bihar,Patna,Patna-Block-4,Urban,Female,ST,46,10th Pass,False,Service,Education & Training,New,,842863,258361.86,30.65,500214.84,84286.3,State Bank of India,State-Patna-5,4,1,3,2,False,,False,,0,Operational,2025-07-16,2117218.23,66
PMEGP-2023-001021,APP-857886,KVIC-MAH-05,2023-24,2024-03-31,2024-05-08,2024-06-23,Maharashtra,Mumbai,Mumbai-Block-2,Rural,Male,General,27,Post Graduate,True,Manufacturing,Handicrafts,New,,2471580,672571.67,27.21,1551850.33,247158.0,IndusInd Bank,IndusInd-Mumbai-4,4,3,1,7,False,,False,,0,Operational,2025-03-21,7702642.32,75
PMEGP-2024-001022,APP-185101,KVIC-MAD-02,2025-26,2025-07-15,2025-09-04,2025-09-23,Madhya Pradesh,Jabalpur,Jabalpur-Block-5,Rural,Male,SC,54,Graduate,False,Service,Logistics & Warehousing,New,,615225,207337.31,33.7,346365.19,61522.5,IndusInd Bank,IndusInd-Jabalpur-3,6,3,3,5,False,,False,,0,Operational,2026-05-14,1557897.23,79
PMEGP-2025-001023,APP-266786,KVIC-KAR-18,2025-26,2025-04-30,2025-07-17,2025-08-17,Karnataka,Mysuru,Mysuru-Block-1,Rural,Female,General,22,Below 10th,False,Service,Logistics & Warehousing,New,,931159,277186.97,29.77,560856.13,93115.9,Canara Bank,Canara-Mysuru-8,2,0,2,1,False,,False,,0,Operational,2026-04-10,1190268.64,89
PMEGP-2023-001024,APP-343967,KVIC-BIH-13,2024-25,2024-06-18,2024-09-11,2024-10-04,Bihar,Bhagalpur,Bhagalpur-Block-3,Rural,Female,ST,46,Below 10th,False,Service,Business Services,New,,503708,127447.8,25.3,325889.4,50370.8,Central Bank of India,Central-Bhagalpur-1,7,3,4,11,False,,False,,0,Under Observation,2025-08-20,435464.7,42
PMEGP-2024-001025,APP-142079,KVIC-KAR-16,2023-24,2023-07-12,2023-09-17,2023-10-04,Karnataka,Mysuru,Mysuru-Block-5,Rural,Male,OBC,21,12th Pass,False,Manufacturing,Agro-based Products,New,,669087,187983.55,28.1,414194.75,66908.7,ICICI Bank,ICICI-Mysuru-6,11,8,3,11,False,,False,,0,Operational,2024-07-11,2012860.92,71
PMEGP-2025-001026,APP-259651,KVIC-KER-09,2023-24,2023-12-31,2024-01-30,2024-03-25,Kerala,Kollam,Kollam-Block-3,Rural,Female,General,44,Post Graduate,False,Service,Beauty & Wellness,New,,367628,120275.68,32.72,210589.52,36762.8,Canara Bank,Canara-Kollam-10,4,3,1,7,False,,False,,0,Operational,2024-11-10,1066734.46,75
PMEGP-2023-001027,APP-372988,KVIC-GUJ-15,2023-24,2023-10-19,2023-11-25,2024-01-20,Gujarat,Rajkot,Rajkot-Block-1,Rural,Male,OBC,53,Graduate,False,Service,IT & ITES,Upgraded,PMEGP-2020-007386,243683,62456.77,25.63,156857.93,24368.3,Indian Bank,Indian-Rajkot-2,7,5,2,8,False,,False,,0,Under Observation,2024-09-07,115204.22,64
PMEGP-2024-001028,APP-697905,KVIC-TEL-10,2025-26,2025-10-06,2025-12-22,2026-01-25,Telangana,Warangal,Warangal-Block-5,Urban,Female,OBC,44,Graduate,False,Service,Retail Trade,New,,879299,201554.41,22.92,589814.69,87929.9,Axis Bank,Axis-Warangal-4,6,4,2,0,False,,False,,0,Closed,2026-09-17,0.0,26
PMEGP-2025-001029,APP-124969,KVIC-TEL-07,2023-24,2023-09-06,2023-10-06,2023-11-03,Telangana,Warangal,Warangal-Block-3,Urban,Female,SC,52,Technical/ITI,False,Manufacturing,Non-Metallic Products,New,,2009885,628841.81,31.29,1180054.69,200988.5,Bank of India,Bank-Warangal-8,9,5,4,9,False,,False,,0,Operational,2024-09-03,4996468.2,80
PMEGP-2023-001030,APP-688072,KVIC-TEL-20,2025-26,2025-08-31,2025-10-18,2025-12-14,Telangana,Warangal,Warangal-Block-1,Urban,Female,OBC,27,Below 10th,False,Service,Retail Trade,New,,849358,145808.15,17.17,618614.05,84935.8,State Bank of India,State-Warangal-1,4,1,3,2,False,,False,,0,Operational,2026-08-28,2326597.6,79
PMEGP-2024-001031,APP-499948,KVIC-UTT-07,2023-24,2024-01-16,2024-02-25,2024-03-17,Uttar Pradesh,Varanasi,Varanasi-Block-2,Rural,Male,OBC,48,Technical/ITI,False,Service,Education & Training,New,,279796,73416.77,26.24,178399.63,27979.6,Union Bank of India,Union-Varanasi-7,7,4,3,5,False,,False,,0,Operational,2024-11-28,900507.13,89
PMEGP-2025-001032,APP-136692,KVIC-GUJ-04,2025-26,2025-05-01,2025-06-19,2025-07-13,Gujarat,Rajkot,Rajkot-Block-2,Rural,Male,ST,22,Graduate,False,Manufacturing,Handicrafts,New,,530081,172611.96,32.56,304460.94,53008.1,Punjab National Bank,Punjab-Rajkot-2,6,4,2,11,False,,False,,0,Operational,2026-06-06,1039321.04,87
PMEGP-2023-001033,APP-684523,KVIC-KER-03,2023-24,2023-08-18,2023-10-04,2023-10-20,Kerala,Kollam,Kollam-Block-4,Urban,Male,General,30,10th Pass,False,Service,Hotel & Restaurant,Upgraded,PMEGP-2018-044435,595758,141436.32,23.74,394745.88,59575.8,State Bank of India,State-Kollam-1,5,3,2,9,False,,False,,0,Operational,2024-08-14,848084.73,78
PMEGP-2024-001034,APP-283524,KVIC-HAR-10,2023-24,2023-04-07,2023-06-12,2023-06-29,Haryana,Gurugram,Gurugram-Block-3,Urban,Male,ST,51,10th Pass,True,Manufacturing,Bakery Products,New,,1060536,290450.55,27.39,664031.85,106053.6,State Bank of India,State-Gurugram-5,6,4,2,17,False,,True,2025-07-21,10,Operational,2023-12-26,1959587.4,85
PMEGP-2025-001035,APP-146266,KVIC-BIH-02,2023-24,2024-01-14,2024-04-06,2024-05-18,Bihar,Muzaffarpur,Muzaffarpur-Block-2,Urban,Male,General,39,12th Pass,False,Manufacturing,Food Processing,New,,1754199,305162.18,17.4,1273616.92,175419.9,Bank of India,Bank-Muzaffarpur-8,10,7,3,10,False,,False,,0,Operational,2025-02-17,2693757.44,86
PMEGP-2023-001036,APP-489307,KVIC-RAJ-06,2024-25,2025-01-08,2025-03-13,2025-04-06,Rajasthan,Kota,Kota-Block-4,Urban,Female,General,46,12th Pass,False,Service,Repair & Maintenance,New,,564314,132407.75,23.46,375474.85,56431.4,Union Bank of India,Union-Kota-3,8,5,3,0,False,,False,,0,Closed,2026-03-24,0.0,27
PMEGP-2024-001037,APP-527636,KVIC-PUN-11,2024-25,2024-10-02,2024-11-28,2024-12-18,Punjab,Jalandhar,Jalandhar-Block-2,Urban,Female,SC,43,Technical/ITI,False,Manufacturing,Metal Products,New,,1445330,426808.08,29.53,873988.92,144533.0,HDFC Bank,HDFC-Jalandhar-3,3,2,1,6,False,,False,,0,Operational,2025-10-23,2162066.5,94
PMEGP-2025-001038,APP-755425,KVIC-BIH-05,2025-26,2025-05-08,2025-07-15,2025-08-20,Bihar,Gaya,Gaya-Block-5,Rural,Male,OBC,34,Technical/ITI,False,Manufacturing,Non-Metallic Products,New,,671428,197906.24,29.48,406378.96,67142.8,Indian Bank,Indian-Gaya-2,11,8,3,9,False,,False,,0,Operational,2026-06-29,1035750.67,68
PMEGP-2023-001039,APP-703418,KVIC-HAR-11,2023-24,2023-04-03,2023-05-19,2023-07-08,Haryana,Faridabad,Faridabad-Block-2,Rural,Male,General,52,Below 10th,False,Service,Education & Training,New,,967405,258802.54,26.75,611861.96,96740.5,Bank of India,Bank-Faridabad-9,5,3,2,9,False,,False,,0,Operational,2024-02-29,3281470.82,83
PMEGP-2024-001040,APP-468191,KVIC-KAR-07,2023-24,2023-10-26,2024-01-08,2024-01-29,Karnataka,Mangaluru,Mangaluru-Block-2,Urban,Male,ST,21,Post Graduate,False,Service,Entertainment Services,New,,313037,98741.46,31.54,182991.84,31303.7,Central Bank of India,Central-Mangaluru-3,2,0,2,4,False,,False,,0,Operational,2024-09-26,1034748.96,89
PMEGP-2025-001041,APP-525847,KVIC-BIH-01,2024-25,2024-09-03,2024-11-24,2024-12-22,Bihar,Patna,Patna-Block-2,Urban,Male,ST,22,Below 10th,False,Manufacturing,Paper & Paper Products,New,,753913,252380.77,33.48,426140.93,75391.3,Canara Bank,Canara-Patna-3,4,1,3,3,False,,False,,0,Operational,2025-08-23,751079.99,79
PMEGP-2023-001042,APP-224731,KVIC-HAR-20,2025-26,2025-07-18,2025-10-16,2025-11-22,Haryana,Ambala,Ambala-Block-1,Rural,Male,OBC,40,12th Pass,False,Service,Beauty & Wellness,Upgraded,PMEGP-2021-013661,518543,152425.33,29.39,314263.37,51854.3,Indian Bank,Indian-Ambala-10,6,2,4,11,False,,False,,0,Operational,2026-10-30,1206114.32,84
PMEGP-2024-001043,APP-722158,KVIC-UTT-12,2024-25,2024-04-22,2024-07-04,2024-08-19,Uttar Pradesh,Agra,Agra-Block-3,Rural,Male,OBC,22,12th Pass,False,Service,Professional Services,New,,696602,212013.88,30.44,414927.92,69660.2,Indian Bank,Indian-Agra-9,8,3,5,7,False,,False,,0,Operational,2025-06-03,1605313.33,87
PMEGP-2025-001044,APP-715644,KVIC-HAR-13,2023-24,2024-02-12,2024-05-08,2024-06-14,Haryana,Ambala,Ambala-Block-1,Urban,Male,SC,23,Graduate,False,Service,Entertainment Services,New,,291046,84287.63,28.96,177653.77,29104.6,Central Bank of India,Central-Ambala-5,6,4,2,5,False,,False,,0,Operational,2025-01-01,492014.04,72
PMEGP-2023-001045,APP-859461,KVIC-ASS-13,2025-26,2025-10-30,2026-01-13,2026-03-09,Assam,Guwahati,Guwahati-Block-4,Urban,Female,OBC,42,10th Pass,False,Manufacturing,Electronics & IT Hardware,New,,1484150,306394.14,20.64,1029340.86,148415.0,State Bank of India,State-Guwahati-6,7,5,2,12,False,,False,,0,Operational,2026-10-30,3506292.13,84
PMEGP-2024-001046,APP-530552,KVIC-TAM-17,2024-25,2024-05-19,2024-06-18,2024-08-15,Tamil Nadu,Salem,Salem-Block-1,Urban,Male,OBC,49,Below 10th,False,Service,Business Services,New,,390036,76594.51,19.64,274437.89,39003.6,Central Bank of India,Central-Salem-5,7,3,4,11,False,,False,,0,Operational,2025-06-28,1320705.65,85
PMEGP-2025-001047,APP-859516,KVIC-MAH-06,2024-25,2024-04-25,2024-06-10,2024-08-01,Maharashtra,Aurangabad,Aurangabad-Block-4,Urban,Male,OBC,49,12th Pass,True,Service,Transportation,New,,241750,75561.13,31.26,142013.87,24175.0,Union Bank of India,Union-Aurangabad-10,4,1,3,8,False,,False,,0,Operational,2025-02-25,241917.62,86
PMEGP-2023-001048,APP-262315,KVIC-MAD-13,2023-24,2023-05-10,2023-06-21,2023-08-05,Madhya Pradesh,Indore,Indore-Block-1,Urban,Male,OBC,32,Graduate,False,Manufacturing,Textile & Garments,New,,1133920,185629.47,16.37,834898.53,113392.0,Bank of Baroda,Bank-Indore-4,8,5,3,13,False,,False,,0,Operational,2024-03-30,3580007.83,87
PMEGP-2024-001049,APP-566266,KVIC-MAH-05,2025-26,2025-10-24,2026-01-06,2026-01-28,Maharashtra,Pune,Pune-Block-2,Urban,Male,OBC,22,Graduate,False,Service,Repair & Maintenance,New,,584487,137212.11,23.48,388826.19,58448.7,IndusInd Bank,IndusInd-Pune-7,2,1,1,5,False,,False,,0,Operational,2027-01-05,1140739.01,82
PMEGP-2025-001050,APP-211493,KVIC-GUJ-14,2023-24,2023-11-01,2023-12-31,2024-01-17,Gujarat,Rajkot,Rajkot-Block-5,Rural,Female,OBC,25,Below 10th,False,Service,Hotel & Restaurant,New,,475540,141379.71,29.73,286606.29,47554.0,Axis Bank,Axis-Rajkot-6,5,3,2,9,False,,False,,0,Operational,2024-11-21,963160.52,94
